UniqueMeasurementID,SampleUniqueID,Date,"DataCollectorName
",Country,StudySiteName,MeanAmbientTemperatureDuringIncubation (°C),MeanAmbientHumidityDuringIncubation (%),ZiplocBagSize,ScaleModel,SampleType,FruitSpeciesName,CommonName,RipenessStage,FruitExteriorCondition,LocationDescription,Handling Classification,NumberFruitsinBag,MeasuredFruitWeight (g for fruit; mL for standards),TotalFruitWeight (g for fruit; mL for standards),HeadspaceInjected (mL),WaterDilutionAmount (mL),IncubationStart,IncubationEnd,IncubationTime (h),BreathalyzerMeasurement,MeasurementRepetition,AmountWholeFruitsFallenOnGround,Comments,PercentEtOHCalculatedfromBreathalyzer
116,66,January 8 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.3,78.5,Sandwich (16.5 x 14.9 cm),,Fruit,Karwinskia calderonii,Huilihuiste,ripe,opened by capuchins eating,ground (under feeding tree),eaten,9,6.74,6.74,60,0,2020-01-08 10:00,2020-01-08 11:07,1:07,0,Second,many,,0.0000%
117,67,January 8 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.3,78.5,Sandwich (16.5 x 14.9 cm),,Fruit,Karwinskia calderonii,Huilihuiste,unripe,intact (Sample 67),ground (under feeding tree),rejected,5,3.32,3.32,60,0,2020-01-08 10:00,2020-01-08 11:14,1:14,0,Second,few,,0.0000%
118,68,January 8 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.3,78.5,Sandwich (16.5 x 14.9 cm),,Fruit,Alibertia edulis,Trompillo,ripe,bite marks,ground,rejected,5,21.12,21.12,60,0,2020-01-08 10:00,2020-01-08 11:22,1:22,0,Second,many,,0.0000%
119,69,January 8 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.3,78.5,Sandwich (16.5 x 14.9 cm),,Fruit,Bromelia plumieri,Piñuela,unripe,,plant,other,3,52.45,52.45,60,0,2020-01-08 10:00,2020-01-08 11:29,1:29,0,Second,few,capuchins were eating these fruit at the time; they eat this frequently,0.0000%
122,72,January 8 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.3,78.5,Sandwich (16.5 x 14.9 cm),,Fruit,Diospyros salicifolia,Lorito,unripe,bite marks,ground,rejected,16,39.07,39.07,60,0,2020-01-08 10:00,2020-01-08 11:56,1:56,0,Second,many,,0.0000%
124,74,January 8 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.3,78.5,Sandwich (16.5 x 14.9 cm),,Fruit,Malvaviscus arboreus,Amapola,unripe,intact,plant,other,6,4.22,4.22,60,0,2020-01-08 10:00,2020-01-09 0:15,2:15,0,Second,few,,0.0000%
125,76,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm)," Digital Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-01-21 13:00,2020-01-21 14:45,1:45,0.033,First,,,0.0770%
126,77,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm)," Digital Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-01-21 13:00,2020-01-21 15:06,2:06,0.156,First,,,0.5825%
127,78,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm)," Digital Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-01-21 13:00,2020-01-21 15:12,2:12,0.241,First,,,0.9318%
128,79,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm)," Digital Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-01-21 13:00,2020-01-21 15:18,2:18,0.503,First,,,2.0085%
136,81,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm),,Fruit,Randia monantha,Crucillo,ripe,fruit husk,ground,eaten,2,13.5,13.5,60,0,2020-01-21 13:00,2020-01-21 15:40,2:40,0.043,First,few,,0.1181%
137,82,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm),,Fruit,Randia monantha,Crucillo,ripe,partially eaten pulp and husk,ground,eaten,4,82.1,82.1,60,0,2020-01-21 13:00,2020-01-21 15:50,2:50,0.076,First,few,,0.2537%
138,83,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm),,Fruit,Randia monantha,Crucillo,ripe,fruit husk,ground,eaten,5,42.76,42.76,60,0,2020-01-21 13:00,2020-01-21 16:05,3:05,0.033,First,many,,0.0770%
139,84,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm),,Fruit,Tabernaemontana odontadeniiflora,Huevos de burro,ripe,partially eaten,ground,eaten,2,43.38,43.38,60,0,2020-01-21 13:00,2020-01-21 16:20,3:20,0.013,First,few,,0.0001%
140,85,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm),,Fruit,Randia monantha,Crucillo,ripe,fruit husk,ground,eaten,4,57.03,57.03,60,0,2020-01-21 13:00,2020-01-21 16:30,3:30,0.066,First,many,,0.2126%
142,87,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm),,Fruit,Karwinskia calderonii,Huilihuiste,ripe,,ground,other,16,6.98,6.98,60,0,2020-01-21 13:00,2020-01-21 16:50,3:50,0,First,many,capuchins were eating fruits in this tree,0.0000%
143,88,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm),,Fruit,Simarouba glauca,Aceituno,ripe,intact,plant,other,9,7.18,7.18,60,0,2020-01-21 13:00,2020-01-21 17:05,4:05,0,First,many,,0.0000%
144,89,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm),,Fruit,Bromelia plumieri,Piñuela,unripe,,ground,rejected,3,24.97,24.97,60,0,2020-01-21 13:00,2020-01-21 17:10,4:10,0,First,few,capuchins were eating fruits in this tree,0.0000%
145,90,January 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29.9,73.7,Sandwich (16.5 x 14.9 cm),,Fruit,Alibertia edulis,Trompillo,ripe,intact,plant,other,4,19.99,19.99,60,0,2020-01-21 13:00,2020-01-21 17:17,4:17,0,First,few,,0.0000%
150,84,January 22 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 28.7,72.5,Sandwich (16.5 x 14.9 cm),,Fruit,Tabernaemontana odontadeniiflora,Huevos de burro,ripe,partially eaten,ground,eaten,2,43.2,43.2,60,0,2020-01-22 9:00,2020-01-22 10:35,1:35,0,Second,few,,0.0000%
153,87,January 22 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 28.7,72.5,Sandwich (16.5 x 14.9 cm),,Fruit,Karwinskia calderonii,Huilihuiste,ripe,,ground,other,16,7.03,7.03,60,0,2020-01-22 9:00,2020-01-22 10:55,1:55,0,Second,many,capuchins were eating fruits in this tree,0.0000%
154,88,January 22 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 28.7,72.5,Sandwich (16.5 x 14.9 cm),,Fruit,Simarouba glauca,Aceituno,ripe,intact (Sample 88),plant,other,9,7.29,7.29,60,0,2020-01-22 9:00,2020-01-22 11:02,2:02,0,Second,many,,0.0000%
155,89,January 22 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 28.7,72.5,Sandwich (16.5 x 14.9 cm),,Fruit,Bromelia plumieri,Piñuela,unripe,,ground,rejected,3,24.83,24.83,60,0,2020-01-22 9:00,2020-01-22 11:06,2:06,0,Second,few,capuchins were eating fruits in this tree,0.0000%
156,90,January 22 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 28.7,72.5,Sandwich (16.5 x 14.9 cm),,Fruit,Alibertia edulis,Trompillo,ripe,intact,plant,other,4,20.06,20.06,60,0,2020-01-22 9:00,2020-01-22 11:11,2:11,0,Second,few,,0.0000%
158,91,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),"Digital Pocket Scale (up to 500g, sensitivity 0.01g)",Water blank,,,,,,,,5,5,60,,,,,0,First,,,0.0000%
159,92,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),"Digital Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-02-04 13:00,2020-02-04 15:00,2:00,0.063,First,,,0.0039%
160,93,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),"Digital Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-02-04 13:00,2020-02-04 15:03,2:03,0.312,First,,,0.5797%
161,94,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),"Digital Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-02-04 13:00,2020-02-04 15:07,2:07,0.534,First,,,1.0930%
162,95,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),"Digital Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-02-04 13:00,2020-02-04 15:11,2:11,0.893,First,,,1.9232%
163,96,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),,Fruit,Vachellia collinsii,"Cornizuelo, acacia",unripe,Intact,plant,other,8,12.19,12.19,60,0,2020-02-04 13:00,2020-02-04 15:17,2:17,0,First,Many,,0.0000%
164,97,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),,Fruit,Guazuma ulmifolia,Guácimo,ripe,Intact,ground,other,11,26.82,26.82,60,0,2020-02-04 13:00,2020-02-04 15:22,2:22,0,First,Many,,0.0000%
165,98,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),,Fruit,Genipa americana,Guaitil,unripe,Intact,plant,other,1,58.06,58.06,60,0,2020-02-04 13:00,2020-02-04 15:27,2:27,0,First,Few,,0.0000%
166,99,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),,Fruit,Quercus oleoides,Encino,ripe,Intact,ground,other,19,47.78,47.78,60,0,2020-02-04 13:00,2020-02-04 15:32,2:32,0,First,Many,,0.0000%
168,101,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),,Fruit,Vachellia collinsii,"Cornizuelo, acacia",unripe,Intact,plant,other,6,7.22,7.22,60,0,2020-02-04 13:00,2020-02-04 15:42,2:42,0,First,Many,,0.0000%
169,102,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),,Fruit,Bursera simaruba,Indio desnudo,unripe,Intact,plant,other,27,17.14,17.14,60,0,2020-02-04 13:00,2020-02-04 15:47,2:47,0,First,Many,,0.0000%
172,104,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),,Fruit,Trichilia americana,Manteco,unripe,Intact,plant,other,10,20.04,20.04,60,0,2020-02-04 13:00,2020-02-04 15:57,2:57,0,First,Many,,0.0000%
173,105,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),,Fruit,Trichilia americana,Manteco,ripe,Intact,plant,other,6,7.93,7.93,60,0,2020-02-04 13:00,2020-02-04 16:03,3:03,0,First,Many,,0.0000%
175,107,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),,Fruit,Ficus morazaniana,"Higuerón, fig",ripe,Intact,ground,other,7,22.83,22.83,60,0,2020-02-04 13:00,2020-02-04 16:13,3:13,0,First,Many,,0.0000%
176,108,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),,Fruit,Simarouba glauca,Aceituno,unripe,Several small punctures,ground,rejected,15,18.54,18.54,60,0,2020-02-04 13:00,2020-02-04 16:18,3:18,0,First,Many,,0.0000%
177,109,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),,Fruit,Simarouba glauca,Aceituno,unripe,Intact,plant,other,13,26.53,26.53,60,0,2020-02-04 13:00,2020-02-04 16:23,3:23,0,First,Many,,0.0000%
178,110,February 4 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32,73.4,Sandwich (16.5 x 14.9 cm),,Fruit,Alibertia edulis,Trompillo,unripe,Several small punctures,plant,rejected,3,33.97,33.97,60,0,2020-02-04 13:00,2020-02-04 16:28,3:28,0,First,Few,,0.0000%
180,96,February 5 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32.8,72.3,Sandwich (16.5 x 14.9 cm),,Fruit,Vachellia collinsii,"Cornizuelo, acacia",unripe,Intact,plant,other,8,12.17,12.17,60,0,2020-02-05 9:00,2020-02-05 10:04,1:04,0,Second,Many,,0.0000%
181,97,February 5 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32.8,72.3,Sandwich (16.5 x 14.9 cm),,Fruit,Guazuma ulmifolia,Guácimo,ripe,Intact,ground,other,11,27.4,27.4,60,0,2020-02-05 9:00,2020-02-05 10:08,1:08,0,Second,Many,,0.0000%
182,98,February 5 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32.8,72.3,Sandwich (16.5 x 14.9 cm),,Fruit,Genipa americana,Guaitil,unripe,Intact,plant,other,1,58.3,58.3,60,0,2020-02-05 9:00,2020-02-05 10:12,1:12,0,Second,Few,,0.0000%
183,99,February 5 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32.8,72.3,Sandwich (16.5 x 14.9 cm),,Fruit,Quercus oleoides,Encino,ripe,Intact,ground,other,19,47.92,47.92,60,0,2020-02-05 9:00,2020-02-05 10:16,1:16,0,Second,Many,,0.0000%
185,101,February 5 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32.8,72.3,Sandwich (16.5 x 14.9 cm),,Fruit,Vachellia collinsii,"Cornizuelo, acacia",unripe,Intact,plant,other,6,6.51,6.51,60,0,2020-02-05 9:00,2020-02-05 10:24,1:24,0,Second,Many,,0.0000%
186,102,February 5 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32.8,72.3,Sandwich (16.5 x 14.9 cm),,Fruit,Bursera simaruba,Indio desnudo,unripe,Intact,plant,other,27,16.72,16.72,60,0,2020-02-05 9:00,2020-02-05 10:28,1:28,0,Second,Many,,0.0000%
188,104,February 5 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32.8,72.3,Sandwich (16.5 x 14.9 cm),,Fruit,Trichilia americana,Manteco,unripe,Intact,plant,other,10,20.6,20.6,60,0,2020-02-05 9:00,2020-02-05 10:36,1:36,0,Second,Many,,0.0000%
189,105,February 5 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32.8,72.3,Sandwich (16.5 x 14.9 cm),,Fruit,Trichilia americana,Manteco,ripe,Intact,plant,other,6,8.18,8.18,60,0,2020-02-05 9:00,2020-02-05 10:40,1:40,0,Second,Many,,0.0000%
191,107,February 5 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32.8,72.3,Sandwich (16.5 x 14.9 cm),,Fruit,Ficus morazaniana,"Higuerón, fig",ripe,Intact,ground,other,7,22.49,22.49,60,0,2020-02-05 9:00,2020-02-05 10:48,1:48,0,Second,Many,,0.0000%
192,108,February 5 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32.8,72.3,Sandwich (16.5 x 14.9 cm),,Fruit,Simarouba glauca,Aceituno,unripe,Several small punctures,ground,rejected,15,18.01,18.01,60,0,2020-02-05 9:00,2020-02-05 10:52,1:52,0,Second,Many,,0.0000%
193,109,February 5 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32.8,72.3,Sandwich (16.5 x 14.9 cm),,Fruit,Simarouba glauca,Aceituno,unripe,Intact,plant,other,13,26.18,26.18,60,0,2020-02-05 9:00,2020-02-05 10:56,1:56,0,Second,Many,,0.0000%
194,110,February 5 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 32.8,72.3,Sandwich (16.5 x 14.9 cm),,Fruit,Alibertia edulis,Trompillo,unripe,Several small punctures,plant,rejected,3,34.02,34.02,60,0,2020-02-05 9:00,2020-02-05 11:00,2:00,0,Second,Few,,0.0000%
196,112,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Water blank,,,,,,,,5,5,60,,2/11/2020 13:07,2/11/2020 14:12,1:05,0,First,,,0.0000%
197,113,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2/11/2020 13:00,2/11/2020 14:26,1:26,0.052,First,,,0.0634%
198,114,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2/11/2020 13:00,2/11/2020 14:38,1:38,0.238,First,,,0.5360%
199,115,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2/11/2020 13:00,2/11/2020 14:41,1:41,0.428,First,,,1.0188%
200,116,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2/11/2020 13:00,2/11/2020 14:44,1:44,0.807,First,,,1.9818%
201,117,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.5,Sandwich (16.5 x 14.9 cm),,Fruit,Genipa americana,Guaitil,unripe,Intact,plant,other,1,57.81,57.81,60,0,2/11/2020 13:00,2/11/2020 14:57,1:57,0,First,Few,,0.0000%
202,118,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.5,Sandwich (16.5 x 14.9 cm),,Fruit,Genipa americana,Guaitil,unripe,Intact,plant,other,1,53.73,53.73,60,,2/11/2020 13:00,2/11/2020 15:07,2:07,0,First,Few,,0.0000%
203,119,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.5,Sandwich (16.5 x 14.9 cm),,Fruit,Genipa americana,Guaitil,midripe,one large puncture,plant,rejected,2,52.5,52.5,60,,2/11/2020 13:00,2/11/2020 15:11,2:11,0.148,First,Few,,0.3074%
204,120,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.5,Sandwich (16.5 x 14.9 cm),,Fruit,Bromelia pinguin,Piñuela,ripe,Intact,plant,other,1,28.29,28.29,60,,2/11/2020 13:00,2/11/2020 15:22,2:22,0,First,Few,,0.0000%
205,121,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.5,Sandwich (16.5 x 14.9 cm),,Fruit,Bromelia pinguin,Piñuela,ripe,Intact,plant,other,1,22.13,22.13,60,,2/11/2020 13:00,2/11/2020 15:24,2:24,0.016,First,Few,,0.0001%
206,122,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Bromelia pinguin,Piñuela,ripe,Intact,plant,other,1,25.5,25.5,60,,2/11/2020 13:00,2/11/2020 15:26,2:26,0,First,Few,,0.0000%
207,123,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Bromelia pinguin,Piñuela,ripe,Intact,plant,other,1,28.18,28.18,60,,2/11/2020 13:00,2/11/2020 15:29,2:29,0,First,Few,,0.0000%
208,124,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Bromelia pinguin,Piñuela,ripe,Intact,plant,other,1,30.75,30.75,60,,2/11/2020 13:00,2/11/2020 15:30,2:30,0,First,Few,,0.0000%
209,125,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Bromelia pinguin,Piñuela,midripe,Intact,plant,other,2,32.1,32.1,60,,2/11/2020 13:00,2/11/2020 15:34,2:34,0,First,Few,,0.0000%
210,126,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Bromelia pinguin,Piñuela,midripe,Intact,plant,other,1,20.48,20.48,60,,2/11/2020 13:00,2/11/2020 15:35,2:35,0,First,Few,,0.0000%
211,127,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Bromelia pinguin,Piñuela,midripe,Intact,plant,other,1,34.6,34.6,60,,2/11/2020 13:00,2/11/2020 15:37,2:37,0,First,Few,,0.0000%
212,128,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Randia monantha,Crucillo,ripe,Intact,plant,other,1,41.07,41.07,60,,2/11/2020 13:00,2/11/2020 15:50,2:50,0.046,First,Few,,0.0482%
213,129,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Randia monantha,Crucillo,ripe,Intact,plant,other,1,41.06,41.06,60,,2/11/2020 13:00,2/11/2020 15:54,2:54,0.02,First,Few,,0.0001%
214,130,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Randia monantha,Crucillo,ripe,Intact,plant,other,1,26.5,26.5,60,,2/11/2020 13:00,2/11/2020 15:56,2:56,0.032,First,Few,,0.0126%
215,131,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Alibertia edulis,Trompillo,unripe,Intact,plant,other,1,23.8,23.8,60,,2/11/2020 13:00,2/11/2020 16:00,3:00,0,First,Few,,0.0000%
216,132,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Alibertia edulis,Trompillo,unripe,Intact,plant,other,1,26.03,26.03,60,,2/11/2020 13:00,2/11/2020 16:02,3:02,0,First,Few,,0.0000%
217,133,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Guazuma ulmifolia,Guácimo,ripe,Intact,ground,other,6,12.22,12.22,60,,2/11/2020 13:00,2/11/2020 16:03,3:03,0,First,Many,,0.0000%
218,134,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Guazuma ulmifolia,Guácimo,ripe,Intact,ground,other,5,9.68,9.68,60,,2/11/2020 13:00,2/11/2020 16:05,3:05,0,First,Many,,0.0000%
219,135,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Trichilia americana,Manteco,unripe,Intact,plant,other,5,13.6,13.6,60,,2/11/2020 13:00,2/11/2020 16:08,3:08,0,First,Many,,0.0000%
220,136,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Trichilia americana,Manteco,ripe,Intact,ground,other,12,13.86,13.86,60,,2/11/2020 13:00,2/11/2020 16:09,3:09,0,First,Many,,0.0000%
221,137,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Trichilia americana,Manteco,ripe,Intact,ground,other,11,13.62,13.62,60,,2/11/2020 13:00,2/11/2020 16:10,3:10,0.012,First,Many,,0.0001%
226,142,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Simarouba glauca,Aceituno,unripe,Intact,plant,other,6,15.84,15.84,60,,2/11/2020 13:00,2/11/2020 16:22,3:22,0,First,Many,,0.0000%
227,143,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Alibertia edulis,Trompillo,ripe,Cracked,plant,other,3,16.16,16.16,60,,2/11/2020 13:00,2/11/2020 16:23,3:23,0,First,Many,,0.0000%
228,144,February 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.6,75.6,Sandwich (16.5 x 14.9 cm),,Fruit,Alibertia edulis,Trompillo,ripe,Cracked,plant,other,5,26.52,26.52,60,,2/11/2020 13:00,2/11/2020 16:24,3:24,0,First,Many,,0.0000%
229,112,February 12 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.8,71.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Water blank,,,,,,,,5,5,60,,,,,,,,,
230,113,February 12 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.8,71.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-02-12 11:50,2020-02-12 13:00,1:10,0.036,Second,,,0.0374%
231,114,February 12 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.8,71.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-02-12 11:50,2020-02-12 13:05,1:15,0.164,Second,,,0.5018%
232,115,February 12 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 31.8,71.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-02-12 11:50,2020-02-12 13:07,1:17,0.343,Second,,,1.1513%
